Probe_ID	Gene_Symbol
6420446	CMPK1
2360348	CMPK2
4850736	CMTM1
5420240	CMTM1
7510097	CMTM1
4210113	CMTM2
3390646	CMTM3
3890551	CMTM3
4880184	CMTM3
6020746	CMTM3
2120634	CMTM4
2230630	CMTM4
3710484	CMTM4
5720050	CMTM4
6060253	CMTM4
50136	CMTM5
1470520	CMTM6
2140239	CMTM7
4250048	CMTM7
4290403	CMTM7
2480037	CMTM8
6550370	CMYA3
3060020	CMYA5
3460041	CNBD1
6770373	CNBD1
2630070	CNBP
4760059	CNBP
5900600	CNBP
7380068	CNBP
3460037	CNDP1
3390017	CNDP2
7570494	CNFN
3440280	CNGA1
830632	CNGA2
3400433	CNGA3
5090091	CNGA3
6060154	CNGA3
3310368	CNGA4
6760458	CNGA4
240286	CNGB1
4860424	CNGB1
6100392	CNGB1
7510524	CNGB1
2510364	CNGB3
2900187	CNIH
3120767	CNIH
4070088	CNIH
670398	CNIH2
3990164	CNIH2
4670202	CNIH2
4860450	CNIH2
2030598	CNIH3
6400332	CNIH4
5900343	CNKSR1
4150577	CNKSR2
5420731	CNKSR3
4850630	CNN1
2230242	CNN2
5550037	CNN2
4640743	CNN3
520519	CNNM1
1070605	CNNM2
4060730	CNNM2
6620184	CNNM2
870044	CNNM3
6180463	CNNM3
6020400	CNNM4
6900195	CNO
3180576	CNOT1
4780154	CNOT1
6520382	CNOT1
1300463	CNOT10
4010279	CNOT2
380309	CNOT3
1440356	CNOT4
1940246	CNOT4
6580458	CNOT4
4560139	CNOT6
10338	CNOT6L
4730619	CNOT6L
3120176	CNOT7
4590241	CNOT7
6590270	CNOT7
4640484	CNOT8
6560609	CNOT8
6370592	CNP
1440678	CNPY1
4150475	CNPY2
10187	CNPY3
240025	CNPY3
1090255	CNPY4
2570014	CNPY4
6200743	CNPY4
4010152	CNR1
6860041	CNR2
290615	CNRIP1
830747	CNRIP1
3940167	CNRIP1
6590767	CNTD1
6100139	CNTD2
7100162	CNTF
510669	CNTFR
6560487	CNTFR
7210176	CNTFR
7610168	CNTLN
3390372	CNTN1
3890364	CNTN1
4260471	CNTN2
1660367	CNTN3
450356	CNTN4
1110451	CNTN4
4050347	CNTN4
1010338	CNTN5
4250553	CNTN5
4670270	CNTN6
4570358	CNTNAP1
1400520	CNTNAP2
6040368	CNTNAP3
4070593	CNTNAP3B
4880390	CNTNAP3B
6660468	CNTNAP3B
5820224	CNTNAP4
7210022	CNTNAP4
1580243	CNTNAP5
6660079	CNTNAP5
4560482	CNTROB
360747	COASY
4280343	COASY
610189	COBL
5080601	COBLL1
1070348	COBRA1
6380044	COBRA1
6860113	COBRA1
6940408	COBRA1
4120424	COCH
5910408	COCH
5310259	COG1
6550647	COG2
730288	COG3
3990594	COG3
2710546	COG4
1430577	COG5
4040630	COG5
6580379	COG5
5420376	COG6
1030358	COG7
2140070	COG8
4250768	COIL
4730324	COL10A1
1450735	COL11A1
3460743	COL11A1
5560739	COL11A1
6560192	COL11A1
1450392	COL11A2
3180471	COL11A2
6770519	COL11A2
3060095	COL12A1
4850129	COL12A1
3870228	COL13A1
5720692	COL13A1
3800010	COL14A1
5090026	COL15A1
5360743	COL16A1
990372	COL17A1
2120270	COL17A1
5290132	COL18A1
6590181	COL18A1
3800280	COL19A1
6510673	COL19A1
6960142	COL1A1
4040671	COL1A2
6060612	COL1A2
6550187	COL20A1
3440747	COL21A1
840288	COL22A1
2350441	COL23A1
6840639	COL24A1
1300082	COL25A1
3180035	COL25A1
5290133	COL25A1
2120181	COL27A1
3800739	COL28
4070450	COL28A1
3520452	COL29A1
650113	COL2A1
4010136	COL2A1
2120021	COL3A1
5910431	COL4A1
5890279	COL4A2
3930129	COL4A3
6380066	COL4A3
2630053	COL4A3BP
4120707	COL4A3BP
4010730	COL4A4
270706	COL4A5
5310333	COL4A5
4860554	COL4A6
6480433	COL4A6
7040053	COL4A6
4920369	COL5A1
4490292	COL5A2
5560300	COL5A3
7570598	COL6A1
2750356	COL6A2
3390458	COL6A2
4010195	COL6A2
2470114	COL6A3
6250192	COL6A3
780520	COL6A6
2490593	COL7A1
2510091	COL8A1
3360452	COL8A1
3780706	COL8A1
70196	COL8A2
3780168	COL8A2
1340671	COL9A1
5270279	COL9A1
5340402	COL9A1
6940114	COL9A1
6380040	COL9A2
3520634	COL9A3
6380356	COLEC10
380592	COLEC11
6110133	COLEC11
7050372	COLEC11
2100767	COLEC12
2680301	COLEC12
2030400	COLQ
3190228	COLQ
4290288	COLQ
6270047	COLQ
3360093	COMMD1
1740392	COMMD10
6510719	COMMD10
6560020	COMMD2
1230523	COMMD3
10097	COMMD4
2370093	COMMD4
20707	COMMD5
3190484	COMMD5
5810168	COMMD5
4260484	COMMD6
7610471	COMMD6
7050576	COMMD7
650148	COMMD8
1770400	COMMD8
3610114	COMMD9
2360148	COMP
520446	COMT
6940243	COMT
6960377	COMTD1
4150500	COPA
6980170	COPB1
50397	COPB2
1070504	COPE
1710687	COPE
6510037	COPG
2030386	COPG2
430364	COPG2IT1
1510372	COPS2
4890195	COPS2
1030551	COPS3
4290400	COPS4
4010347	COPS5
6350114	COPS6
7320181	COPS7A
4590661	COPS7B
1110709	COPS8
3180020	COPS8
6940092	COPS8
6330309	COPZ1
5820292	COPZ2
2630008	COQ10A
6380021	COQ10B
5720128	COQ2
2760181	COQ3
3990370	COQ4
7570500	COQ5
3180021	COQ6
6060164	COQ6
6620315	COQ6
3310440	COQ7
6660600	COQ9
5810592	CORIN
5390113	CORO1A
3780451	CORO1B
5310170	CORO1B
670025	CORO1C
240768	CORO2A
1410609	CORO2A
7320634	CORO2A
1660154	CORO2B
5700131	CORO2B
1940332	CORO6
3360167	CORO7
2650241	CORT
1070678	COTL1
3930053	COX10
2630411	COX11
4890400	COX11P
7560184	COX11P
2490739	COX15
4200100	COX15
6980468	COX16
630735	COX17
4670707	COX18
5890202	COX18
1450255	COX19
3390022	COX4I1
3360333	COX4I2
2630553	COX4NB
4900670	COX5A
1190220	COX5B
3850110	COX6A1
1990437	COX6A2
4250095	COX6B1
2370653	COX6B2
2640112	COX6B2
5960553	COX6BP1
5820465	COX6C
5390138	COX7A1
540491	COX7A2
6180246	COX7A2L
2260576	COX7B
580754	COX7B2
7570475	COX7C
4490259	COX8A
5270445	COX8C
6940364	CP
5260082	CP110
3840138	CPA1
1400019	CPA2
2340743	CPA3
520682	CPA4
1450056	CPA5
4390280	CPA6
4900551	CPAMD8
4230343	CPB1
450187	CPB2
4900184	CPB2
5820390	CPB2
6020543	CPD
5390687	CPE
2760347	CPEB1
4900592	CPEB1
7510603	CPEB1
830524	CPEB2
4830382	CPEB2
2750414	CPEB3
3610386	CPEB3
1500131	CPEB4
2680746	CPLX1
510382	CPLX2
5670746	CPLX2
7650368	CPLX2
4200767	CPLX3
7320598	CPLX4
1980719	CPM
2510152	CPM
4280279	CPM
4590603	CPM
6510400	CPN1
2470132	CPN2
2570398	CPN2
3290132	CPNE1
4250020	CPNE1
4570500	CPNE1
6180184	CPNE1
2190338	CPNE2
7570215	CPNE3
2120064	CPNE4
2260767	CPNE5
6840059	CPNE6
3120747	CPNE7
4390338	CPNE7
4810437	CPNE7
6130543	CPNE7
7550180	CPNE7
580592	CPNE8
1470386	CPNE8
4570767	CPNE9
6760592	CPO
1240242	CPOX
6380121	CPPED1
6110044	CPS1
3130349	CPSF1
1430110	CPSF2
3830204	CPSF2
5720564	CPSF3
2070370	CPSF3L
4570692	CPSF3L
5560010	CPSF4
5720347	CPSF4
450041	CPSF4L
270047	CPSF6
2680458	CPT1A
4150091	CPT1A
5290358	CPT1A
5360500	CPT1B
5820220	CPT1B
7560647	CPT1C
5360653	CPT2
60136	CPVL
3870324	CPVL
2570196	CPXCR1
6770039	CPXCR1
730577	CPXM1
5890139	CPXM2
4390193	CPZ
4730474	CPZ
5340064	CPZ
1050025	CR1
3940356	CR1
4200669	CR1
4390324	CR1
2630632	CR1L
1030450	CR2
3890463	CR2
4810292	CR2
2510132	CRABP1
3400296	CRABP2
1990291	CRADD
5340066	CRAMP1L
3120437	CRAT
5810747	CRAT
50603	CRB1
6580068	CRB1
4560349	CRB2
3130561	CRB3
4670402	CRB3
7400524	CRB3
3610630	CRBN
3780554	CRBN
4010440	CRCP
5130687	CRCP
6480121	CRCP
6980605	CRCP
7330706	CRCT1
1340358	CREB1
4290735	CREB1
4480102	CREB1
7510092	CREB1
7510470	CREB1
7100520	CREB3
3060326	CREB3L1
20110	CREB3L2
3450373	CREB3L3
4920458	CREB3L4
1170537	CREB5
2490484	CREB5
4290619	CREB5
6200577	CREB5
6620685	CREB5
6560438	CREBBP
6840148	CREBBP
3940348	CREBL1
6220377	CREBL2
2120279	CREBZF
1090497	CREG1
4250619	CREG2
270307	CRELD1
2940561	CRELD1
3400619	CRELD1
4480088	CRELD1
6560390	CRELD2
4480576	CREM
2260445	CRH
2690414	CRHBP
6200446	CRHBP
1400079	CRHR1
2940347	CRHR1
840092	CRHR2
1470228	CRHR2
3930040	CRIM1
3170356	CRIM2
1170047	CRIP1
5340246	CRIP2
1190358	CRIP3
4210653	CRIPAK
5090731	CRIPT
1300397	CRISP1
2350136	CRISP1
4280487	CRISP2
4180286	CRISP3
270458	CRISPLD1
1430750	CRISPLD1
4180079	CRISPLD2
4780086	CRK
6550196	CRK
7040014	CRK
5960767	CRKL
5860048	CRKRS
4760095	CRLF1
2030255	CRLF2
5130433	CRLF2
5310400	CRLF2
670026	CRLF3
1740041	CRLF3
2710446	CRLS1
360296	CRMP1
1410739	CRMP1
4070681	CRMP1
270309	CRNKL1
2100132	CRNN
610424	CROCC
4250138	CROCCL1
6450253	CROCCL2
3140047	CROP
5360397	CROP
5900129	CROP
3830274	CROT
540685	CRP
60435	CRSP2
160673	CRSP2
2350349	CRSP2
4480400	CRSP2
6370563	CRSP2
2850349	CRSP6
3870670	CRSP9
6060452	CRSP9
1660075	CRTAC1
4120324	CRTAM
5690050	CRTAP
5700646	CRTAP
6770168	CRTAP
1780097	CRTC1
4260187	CRTC2
5900019	CRTC3
2850543	CRX
1940253	CRY1
2850059	CRY1
1190193	CRY2
6510068	CRYAA
6110079	CRYAB
2510376	CRYBA1
4280440	CRYBA2
7550408	CRYBA2
6860112	CRYBA4
3310653	CRYBB1
4010634	CRYBB2
4920280	CRYBB3
830397	CRYBG3
1820070	CRYGA
1410450	CRYGB
4260300	CRYGC
7210592	CRYGD
7610242	CRYGN
6100064	CRYGS
3940458	CRYL1
1010431	CRYM
1710050	CRYM
1980608	CRYM
3850010	CRYZ
3170315	CRYZL1
4220379	CRYZL1
6060646	CRYZL1
50187	CS
2140408	CS
2470187	CS
6380333	CS
2810255	CSAD
7330138	CSAD
3830202	CSAG1
6290520	CSAG1
1230424	CSAG2
510376	CSAG3
1010743	CSAG3
1230609	CSAG3A
4010095	CSAG3A
2030504	CSAG3B
5860504	CSAG3B
6900377	CSAG3B
2320129	CSDA
3840349	CSDC2
3710440	CSDE1
7510114	CSDE1
4920139	CSE1L
5130674	CSE1L
7000634	CSE1L
2900093	CSF1
4640048	CSF1
7150619	CSF1
1070014	CSF1R
2750196	CSF2
130674	CSF2RA
1980689	CSF2RA
2900053	CSF2RA
4010719	CSF2RA
3450349	CSF2RB
2630288	CSF3
4150551	CSF3
5420477	CSF3
1400746	CSF3R
6270114	CSF3R
4610561	CSGALNACT1
1980092	CSGALNACT2
580224	CSH1
4920278	CSH1
5420224	CSH1
130719	CSH2
2070382	CSH2
1690102	CSHL1
4810441	CSHL1
5910167	CSHL1
3170239	CSK
1010189	CSMD1
7330102	CSMD1
2690437	CSMD2
940598	CSMD3
5550521	CSMD3
7650739	CSMD3
5220736	CSN1S1
6250669	CSN1S1
5290477	CSN1S2A
110019	CSN1S2B
1940338	CSN2
1780091	CSN3
3170468	CSNK1A1
7200376	CSNK1A1
7210241	CSNK1A1
3520224	CSNK1A1L
4830176	CSNK1A1L
1410088	CSNK1A1P
780762	CSNK1D
1110736	CSNK1D
1230187	CSNK1E
3440465	CSNK1E
6250100	CSNK1E
940577	CSNK1G1
2260438	CSNK1G1
6220240	CSNK1G1
1240192	CSNK1G2
4180240	CSNK1G3
4210064	CSNK1G3
5310630	CSNK1G3
130255	CSNK2A1
430025	CSNK2A1
6560347	CSNK2A1
4810709	CSNK2A1P
6100255	CSNK2A1P
6110187	CSNK2A2
3450156	CSNK2B
5860519	CSPG4
2470474	CSPG4LYP1
6660327	CSPG4LYP2
160397	CSPG5
3870608	CSPP1
6860709	CSPP1
1110372	CSRNP2
1940326	CSRNP2
730703	CSRNP3
4610356	CSRNP3
6370397	CSRP1
1990152	CSRP2
460292	CSRP2BP
1070551	CSRP2BP
2070577	CSRP2BP
770669	CSRP3
6370541	CST1
5360100	CST11
6400068	CST11
3170221	CST2
6450543	CST3
3140739	CST4
4590273	CST4
7570382	CST5
1070333	CST6
4010491	CST6
6860427	CST6
4810341	CST7
60288	CST8
4070382	CST9
1170075	CST9L
110372	CSTA
1430187	CSTB
520754	CSTF1
1450129	CSTF1
5560095	CSTF1
7150204	CSTF1
6280079	CSTF2
2630400	CSTF2T
650598	CSTF3
1010367	CSTF3
1570754	CSTF3
3420253	CSTF3
1940414	CSTL1
7650014	CT45-2
1940424	CT45A1
2320670	CT45A1
5860674	CT45A1
1230603	CT45A4
5820551	CT45A4
7510128	CT45A4
1690717	CT45A5
2190446	CT45A5
4670747	CT45A5
2600546	CT45A6
5310128	CT47A1
7050020	CT47A1
5670451	CT47A6
6270593	CT47A6
730113	CT47A7
2600181	CT47A7
1070577	CTAG1A
1430215	CTAG1A
6770332	CTAG1A
4480209	CTAG1B
6840050	CTAG1B
4250148	CTAG2
6450414	CTAG2
2710504	CTAGE1
5090427	CTAGE1
3990730	CTAGE4
5220059	CTAGE4
460167	CTAGE5
3440110	CTAGE5
5080187	CTAGE5
7650504	CTAGE5
5910170	CTAGE6
7100563	CTAGE6
3840309	CTBP1
4900088	CTBP1
7510538	CTBP1
1010494	CTBP2
3290753	CTBP2
4880292	CTBP2
60504	CTBS
2850184	CTBS
5220196	CTCF
620041	CTCFL
4060167	CTDP1
6350403	CTDP1
6620433	CTDP1
5080682	CTDSP1
7150333	CTDSP1
650681	CTDSP2
1770170	CTDSPL
360682	CTDSPL2
1440674	CTDSPL2
1190025	CTF1
2640292	CTGF
5690687	CTGF
5820544	CTGLF1
770424	CTGLF3
3400463	CTGLF5
3840441	CTGLF6
1400026	CTGLF7
60138	CTH
1470576	CTH
6220504	CTH
4860546	CTHRC1
4890689	CTHRC1
1230201	CTLA4
4010768	CTLA4
6400333	CTLA4
3890017	CTNNA1
5890451	CTNNA1
4610692	CTNNA2
7040719	CTNNA3
7210246	CTNNA3
290475	CTNNAL1
940722	CTNNAL1
3360253	CTNNB1
3800671	CTNNB1
4230376	CTNNB1
4260379	CTNNB1
5130681	CTNNB1
5810184	CTNNB1
7210095	CTNNB1
430259	CTNNBIP1
4610215	CTNNBIP1
940280	CTNNBL1
240753	CTNND1
2760594	CTNND1
4200019	CTNND1
4670224	CTNND1
4810431	CTNND1
4610075	CTNND2
5700482	CTNS
5910541	CTNS
7050347	CTNS
6370273	CTPS
160008	CTPS2
2000064	CTPS2
4760326	CTPS2
6510576	CTPS2
2570020	CTR9
3940255	CTR9
4850687	CTRB1
4010315	CTRB2
6060279	CTRB2
4670274	CTRC
6350131	CTRL
6840246	CTSA
60121	CTSB
240309	CTSB
1510433	CTSC
2640768	CTSC
3450138	CTSC
5270367	CTSC
1110092	CTSD
650445	CTSE
1770307	CTSE
5900754	CTSE
3930020	CTSF
1500735	CTSG
1980288	CTSH
4670162	CTSH
1430278	CTSK
840717	CTSL1
4150189	CTSL1
4260386	CTSL1
1430477	CTSL2
4290554	CTSL3
1820300	CTSO
6330484	CTSS
6580408	CTSW
4220259	CTSZ
130433	CTTN
3850632	CTTN
7400437	CTTN
2970554	CTTNBP2
1240253	CTTNBP2NL
2690719	CTU2
5490086	CTU2
7400292	CTU2
360114	CTXN1
6590619	CTXN2
2120168	CTXN3
6020088	CTXN3
4890048	CUBN
1300228	CUEDC1
7040037	CUEDC2
1580133	CUGBP1
7040341	CUGBP1
2320162	CUGBP2
5390575	CUGBP2
7400133	CUGBP2
70601	CUL1
2000193	CUL2
6200066	CUL3
2640487	CUL4A
6580192	CUL4A
7200021	CUL4A
1300220	CUL4B
5860368	CUL4B
6060025	CUL5
2030541	CUL7
6580491	CUL9
1030427	CUTA
3120707	CUTA
3290400	CUTA
3610091	CUTC
6940402	CUTL1
2140255	CUX1
5960537	CUX1
7000343	CUX1
6450066	CUX2
5130192	CUZD1
7510204	CWC15
1500021	CWC22
7200086	CWC22
240097	CWF19L1
1580296	CWF19L2
630521	CX3CL1
2070168	CX3CR1
5550373	CX3CR1
870161	CXADR
7040202	CXADRP2
3370358	CXADRP3
5720039	CXCL1
6270553	CXCL10
2760240	CXCL11
4540709	CXCL11
3870253	CXCL12
4560020	CXCL12
4610615	CXCL12
1110564	CXCL13
3520246	CXCL14
290379	CXCL16
6280332	CXCL16
7550445	CXCL17
4670390	CXCL2
6100162	CXCL3
380010	CXCL5
540377	CXCL5
60192	CXCL6
6620487	CXCL6
5570278	CXCL9
3440669	CXCR1
4390202	CXCR3
1300280	CXCR4
2600152	CXCR4
7320288	CXCR4
3890400	CXCR5
5290647	CXCR5
6550333	CXCR6
450424	CXCR7
4860114	CXCR7
5810372	CXORF1
5260059	CXORF12
2340386	CXORF15
3460075	CXORF18
4920154	CXORF18
3360475	CXORF20
4230592	CXORF20
730138	CXORF21
2640397	CXORF21
3800491	CXORF22
4570086	CXORF23
2100154	CXORF24
4250767	CXORF24
1170347	CXORF26
4180706	CXORF27
360671	CXORF30
460274	CXORF36
3780215	CXORF36
5090491	CXORF38
7380768	CXORF39
2480048	CXORF40A
3180500	CXORF40A
5890259	CXORF40B
7150608	CXORF40B
4180026	CXORF41
2760091	CXORF42
2230215	CXORF45
610220	CXORF48
2060717	CXORF48
2140725	CXORF48
4920288	CXORF48
650661	CXORF50
2970414	CXORF52
1780347	CXORF55
4610541	CXORF56
6580626	CXORF57
3140241	CXORF58
1990347	CXORF59
1050543	CXORF61
3180242	CXORF64
2000402	CXORF65
4560347	CXORF67
3400088	CXXC1
510192	CXXC4
1010048	CXXC5
1050279	CXXC5
6760487	CXXC6
4610228	CXYORF2
130086	CYB561
150270	CYB561
840446	CYB561
2480465	CYB561
1990092	CYB561D1
4490612	CYB561D1
4830328	CYB561D2
2140154	CYB5A
5810414	CYB5A
510474	CYB5B
6420040	CYB5D1
2630333	CYB5D2
1230025	CYB5R1
2940050	CYB5R2
7650475	CYB5R2
4260010	CYB5R3
4590441	CYB5R3
4010129	CYB5R4
1070685	CYB5RL
5820164	CYB5RL
4070392	CYBA
6940152	CYBASC3
840168	CYBB
2370300	CYBRD1
2450465	CYBRD1
1770520	CYC1
6200554	CYCS
3890008	CYCSL1
6040670	CYCSL1
3840040	CYCSP52
2600053	CYFIP1
4200343	CYFIP1
4210221	CYFIP1
6420239	CYFIP1
3190438	CYFIP2
3520020	CYFIP2
6100768	CYFIP2
7100731	CYGB
730551	CYHR1
4830193	CYLC1
6450070	CYLC1
4900500	CYLC2
2600017	CYLD
3460692	CYLD
580148	CYLN2
7040376	CYMP
6130487	CYORF14
7150066	CYORF14
6860102	CYORF15A
1070463	CYORF15B
7570102	CYORF15B
2900487	CYP11A1
4220280	CYP11B1
4220398	CYP11B1
2060114	CYP11B2
3890278	CYP17A1
3120348	CYP19A1
3710523	CYP19A1
7510431	CYP19A1
2940332	CYP1A1
1410019	CYP1A2
2120053	CYP1B1
270332	CYP20A1
3360133	CYP20A1
6100646	CYP20A1
5890022	CYP21A2
6400131	CYP24A1
160398	CYP26A1
990364	CYP26A1
5270072	CYP26A1
7550386	CYP26A1
6280224	CYP26B1
3290204	CYP26C1
7040735	CYP27A1
2900725	CYP27B1
5900601	CYP27C1
4830386	CYP2A13
7210086	CYP2A13
1660482	CYP2A6
4120102	CYP2A7
4780202	CYP2A7
10484	CYP2B6
3710497	CYP2B6
3370482	CYP2B7P1
4860307	CYP2C18
5220717	CYP2C19
2100711	CYP2C8
3390767	CYP2C9
1450709	CYP2D6
4280196	CYP2D6
7000309	CYP2D7P1
7380291	CYP2D7P1
670068	CYP2E1
1410767	CYP2F1
2000747	CYP2F1
1570661	CYP2J2
1410538	CYP2R1
870168	CYP2S1
6770474	CYP2S1
1470224	CYP2U1
4390541	CYP2U1
1230152	CYP2W1
2680154	CYP39A1
5870491	CYP39A1
630743	CYP3A4
1230653	CYP3A43
7150121	CYP3A43
6250059	CYP3A5
6040086	CYP3A7
1770484	CYP46A1
3610093	CYP4A11
3850044	CYP4A22
5690368	CYP4A22
4540400	CYP4B1
5820400	CYP4B1
2260274	CYP4F11
6560239	CYP4F12
1440719	CYP4F2
6650273	CYP4F2
1780279	CYP4F22
520523	CYP4F3
4290110	CYP4F3
6840494	CYP4F3
70376	CYP4F8
2650598	CYP4V2
1450544	CYP4X1
3290048	CYP4X1
60209	CYP4Z1
2000356	CYP4Z1
4070603	CYP4Z1
5340630	CYP4Z1
6480215	CYP4Z1
130189	CYP4Z2P
1030719	CYP4Z2P
3460653	CYP4Z2P
6550639	CYP4Z2P
6900441	CYP4Z2P
6200068	CYP51A1
1260441	CYP7A1
4250228	CYP7B1
1260450	CYP8B1
3930605	CYR61
1430743	CYS1
4390148	CYS1
2070402	CYSLTR1
3170575	CYSLTR2
4730703	CYTH1
6560133	CYTH2
2750603	CYTH3
6960131	CYTH3
1010037	CYTH4
1260523	CYTIP
670731	CYTL1
6020209	CYTSA
7560735	CYTSA
2710692	CYTSB
2810092	CYTSB
4900593	CYTSB
6550551	CYTSB
1030632	CYYR1
4150386	D21S2056E
2710129	D2HGDH
2750475	D4S234E
1710735	DAAM1
4490010	DAAM1
1820747	DAAM2
4920639	DAB1
610152	DAB2
3930367	DAB2
1510095	DAB2IP
5560577	DAB2IP
6450377	DAB2IP
1190273	DACH1
2230184	DACH1
6510554	DACH1
1440021	DACH2
1510553	DACT1
3520241	DACT1
5090437	DACT1
5420687	DACT2
1990196	DACT3
4220181	DAD1
2350154	DAD1L
2060091	DAG1
2510064	DAG1
5090736	DAGLA
2680020	DAGLB
7380398	DAK
650273	DALRD3
3870754	DALRD3
3370441	DAND5
6550132	DAO
7560468	DAOA
2710491	DAP
3180215	DAP3
5700220	DAPK1
4290524	DAPK2
840682	DAPK3
6770370	DAPL1
1850220	DAPP1
3460504	DAPP1
50192	DARC
6840711	DARS
5910097	DARS2
3060722	DAXX
7150500	DAZ1
540372	DAZ2
580307	DAZ2
2760075	DAZ2
2850672	DAZ2
1510189	DAZ3
630463	DAZ4
2070400	DAZ4
2760114	DAZ4
4210373	DAZAP1
7100086	DAZAP1
630356	DAZAP2
4230086	DAZL
6620747	DAZL
4850450	DBC1
520687	DBF4
5960050	DBF4B
6510162	DBF4B
6270523	DBH
1010195	DBI
2480338	DBI
6760008	DBN1
7570092	DBN1
3870273	DBNDD1
7210674	DBNDD1
4060474	DBNDD2
6420168	DBNDD2
2140671	DBNL
6590292	DBNL
7050458	DBP
3180564	DBR1
5960561	DBR1
2810646	DBT
4060768	DBT
6280722	DBT
2000255	DBX1
3840563	DBX2
5290706	DBX2
5690168	DC36
3840497	DCAF10
1850020	DCAF12L2
1230438	DCAF15
2750722	DCAF15
5890707	DCAF16
6980291	DCAF4L1
1660307	DCAF6
5080594	DCAF6
7330246	DCAF6
2000577	DCAF7
1030497	DCAF8L1
3890670	DCAKD
6550162	DCAMKL3
5700747	DCBLD1
60132	DCBLD2
830661	DCBLD2
4250370	DCC
4850746	DCD
3930575	DCDC1
6560674	DCDC2
2120113	DCDC2B
3990630	DCDC5
5220408	DCDC5
1740646	DCHS1
5690026	DCHS2
6620148	DCHS2
2100079	DCI
3800348	DCK
5290703	DCK
2760433	DCLK1
5050431	DCLK1
2340129	DCLK2
2470403	DCLK2
2970280	DCLK3
5900605	DCLRE1A
2000301	DCLRE1B
430044	DCLRE1C
6860647	DCLRE1C
7000592	DCLRE1C
50368	DCN
5550719	DCN
7650296	DCN
1450370	DCP1A
3800553	DCP1B
6960349	DCP2
1500129	DCPS
4640259	DCST1
5860553	DCST2
1440682	DCT
2480612	DCTD
4670519	DCTD
2350315	DCTN1
5560372	DCTN1
6400121	DCTN1
5820050	DCTN2
3190373	DCTN3
7320187	DCTN3
6020497	DCTN4
5130468	DCTN5
430553	DCTN6
4220037	DCTN6
4210192	DCTPP1
7650435	DCTPP1
5220670	DCUN1D1
6250066	DCUN1D1
4070487	DCUN1D2
7320162	DCUN1D2
7560288	DCUN1D3
4120754	DCUN1D4
6660348	DCUN1D4
2680113	DCUN1D5
3440487	DCUN1D5
4810414	DCX
5870541	DCX
6660132	DCXR
7050349	DDA1
3170292	DDAH1
5360041	DDAH2
2370100	DDB1
3290463	DDB1
4010551	DDB1
4180139	DDB1
2000482	DDB2
7380678	DDC
2030041	DDEF2
430367	DDHD1
2900520	DDHD1
50671	DDHD2
2070010	DDHD2
3830397	DDI1
1450097	DDI2
6100593	DDI2
830619	DDIT3
3190148	DDIT4
380019	DDIT4L
1230129	DDN
2490079	DDO
4010037	DDO
6520246	DDO
6450605	DDOST
3710196	DDR1
7100630	DDR1
7560338	DDR1
4920725	DDR2
6370050	DDR2
3990360	DDRGK1
5550204	DDRGK1
2360593	DDT
110392	DDTL
610324	DDX1
3930553	DDX10
380209	DDX11
780092	DDX11
4890750	DDX11
7100497	DDX11
610370	DDX12
650196	DDX12
730600	DDX12
1850451	DDX12
2120039	DDX12
3420181	DDX12
3780170	DDX12
5720152	DDX12
6020253	DDX12
7570707	DDX12
1780709	DDX17
5130692	DDX17
7000259	DDX17
6060201	DDX18
3520689	DDX19A
7330519	DDX19A
2510553	DDX19B
4560242	DDX19B
4860064	DDX19B
7650519	DDX19-DDX19L
2900300	DDX20
2750719	DDX21
5090450	DDX23
1010735	DDX24
6100215	DDX25
7160487	DDX25
1440139	DDX26B
3610347	DDX26B
2600672	DDX27
1300037	DDX28
1820133	DDX31
4850050	DDX31
6370392	DDX31
4860673	DDX39
5310678	DDX39
240674	DDX3X
2970195	DDX3X
130369	DDX3Y
4070196	DDX4
4570433	DDX41
4860653	DDX42
6110035	DDX42
4640735	DDX43
3890192	DDX46
3940379	DDX47
4040672	DDX47
450309	DDX49
7610138	DDX5
430577	DDX50
1070692	DDX51
4390661	DDX51
4070114	DDX52
6940328	DDX52
1450367	DDX53
4760301	DDX54
5960672	DDX55
7380653	DDX56
4760703	DDX58
1300279	DDX59
4760280	DDX59
7210138	DDX59
5560209	DDX6
7610053	DDX60
6510735	DDX60L
2230722	DEADC1
510093	DEAF1
5220707	DEAF1
6370348	DEAF1
7610279	DEAF1
3830482	DEC1
510291	DECR1
380148	DECR2
870364	DEDD
1980220	DEDD
6760605	DEDD
3890521	DEDD2
1570255	DEF6
3130010	DEF8
4210066	DEF8
5820768	DEF8
4540239	DEFA1
870477	DEFA1B
4860128	DEFA1B
7150170	DEFA1B
2970747	DEFA3
6550164	DEFA4
2230341	DEFA5
1770497	DEFA6
4920040	DEFB1
5270671	DEFB103A
5890292	DEFB103B
6900707	DEFB103B
7320156	DEFB104A
6450180	DEFB104B
6450576	DEFB105A
70719	DEFB105B
830368	DEFB106A
3850047	DEFB106B
5080767	DEFB107A
630328	DEFB107B
2100747	DEFB108B
3140128	DEFB108B
6900156	DEFB109
6590064	DEFB109P1
160138	DEFB110
6130068	DEFB110
5310167	DEFB112
5080039	DEFB113
4150064	DEFB114
6620411	DEFB114
3370193	DEFB115
5130561	DEFB116
7650408	DEFB117
4200246	DEFB118
1710259	DEFB119
4560731	DEFB119
4150592	DEFB121
4780328	DEFB122
5670162	DEFB123
